t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y,sat_x,sat_y
874,53.561,-21.9272,83.5962,-68.5752,-117.138,93.2349,-33.0681,225.663,233.708,742.794,1253.17,695.826,2825.1,510.692,4476.24,409.752,102.676,-78.1093
875,54.9917,-18.0451,85.4841,-66.208,-118.722,91.209,-35.1281,225.353,232.632,743.132,1252.76,696.553,2824.99,511.27,4476.2,410.219,104.965,-78.3057
876,56.1414,-14.0708,87.3049,-63.7889,-120.27,89.1561,-37.1852,225.023,231.556,743.468,1252.36,697.28,2824.89,511.848,4476.16,410.687,107.209,-78.4676
877,57.0043,-10.0246,89.0574,-61.3198,-121.783,87.0769,-39.2392,224.675,230.479,743.803,1251.95,698.006,2824.78,512.426,4476.11,411.154,109.406,-78.5963
878,57.5762,-5.92727,90.74,-58.8027,-123.26,84.972,-41.29,224.308,229.402,744.136,1251.55,698.732,2824.68,513.004,4476.07,411.622,111.56,-78.6932
879,57.854,-1.79963,92.3516,-56.2394,-124.701,82.842,-43.3372,223.922,228.324,744.467,1251.14,699.458,2824.57,513.582,4476.03,412.09,113.67,-78.7594
880,57.8363,2.33719,93.8908,-53.6322,-126.105,80.6875,-45.3809,223.518,227.246,744.797,1250.73,700.183,2824.46,514.16,4475.98,412.557,115.738,-78.7961
881,57.5233,6.46208,95.3564,-50.9828,-127.471,78.5093,-47.4207,223.095,226.167,745.125,1250.32,700.908,2824.36,514.738,4475.94,413.024,117.763,-78.8044
882,56.9166,10.554,96.7473,-48.2936,-128.8,76.3078,-49.4567,222.653,225.087,745.452,1249.92,701.634,2824.25,515.316,4475.9,413.492,119.748,-78.7852
883,56.0194,14.592,98.0623,-45.5664,-130.091,74.0838,-51.4884,222.192,224.008,745.777,1249.51,702.358,2824.15,515.894,4475.85,413.959,121.692,-78.7395
884,54.8361,18.5555,99.3006,-42.8036,-131.343,71.838,-53.5159,221.714,222.927,746.1,1249.1,703.083,2824.04,516.472,4475.81,414.427,123.597,-78.6681
885,53.373,22.4243,100.461,-40.0073,-132.557,69.5709,-55.5389,221.216,221.847,746.422,1248.69,703.807,2823.94,517.05,4475.77,414.894,125.463,-78.572
886,51.6374,26.1787,101.543,-37.1796,-133.731,67.2833,-57.5573,220.7,220.766,746.743,1248.28,704.532,2823.83,517.627,4475.72,415.362,127.291,-78.4519
887,49.6383,29.7995,102.545,-34.3227,-134.866,64.9758,-59.5708,220.166,219.684,747.062,1247.87,705.255,2823.72,518.205,4475.68,415.829,129.08,-78.3085
888,47.3859,33.2682,103.467,-31.439,-135.962,62.6492,-61.5794,219.613,218.602,747.379,1247.46,705.979,2823.62,518.783,4475.64,416.297,130.833,-78.1426
889,44.8918,36.5671,104.308,-28.5306,-137.017,60.304,-63.5828,219.042,217.519,747.695,1247.05,706.703,2823.51,519.361,4475.59,416.764,132.549,-77.9548
890,42.1686,39.6795,105.067,-25.5999,-138.031,57.941,-65.581,218.453,216.436,748.009,1246.64,707.426,2823.4,519.939,4475.55,417.232,134.229,-77.7457
891,39.2303,42.5895,105.743,-22.6492,-139.005,55.561,-67.5736,217.846,215.353,748.322,1246.23,708.149,2823.3,520.516,4475.51,417.699,135.873,-77.516
892,36.0919,45.2823,106.337,-19.6806,-139.938,53.1645,-69.5606,217.22,214.269,748.633,1245.81,708.871,2823.19,521.094,4475.46,418.167,137.482,-77.2663
893,32.7694,47.7441,106.848,-16.6967,-140.829,50.7523,-71.5418,216.576,213.185,748.942,1245.4,709.594,2823.08,521.672,4475.42,418.634,139.057,-76.997
894,29.2798,49.9624,107.275,-13.6997,-141.679,48.3251,-73.5171,215.914,212.1,749.25,1244.99,710.316,2822.98,522.249,4475.38,419.102,140.597,-76.7087
895,25.6408,51.9259,107.618,-10.692,-142.487,45.8837,-75.4861,215.234,211.015,749.556,1244.58,711.038,2822.87,522.827,4475.33,419.569,142.103,-76.4019
896,21.8712,53.6247,107.876,-7.67586,-143.253,43.4287,-77.4489,214.536,209.929,749.861,1244.16,711.76,2822.76,523.405,4475.29,420.036,143.576,-76.0771
897,17.99,55.0501,108.051,-4.65373,-143.976,40.9609,-79.4052,213.82,208.843,750.164,1243.75,712.481,2822.65,523.982,4475.24,420.504,145.015,-75.7347
898,14.0171,56.1948,108.14,-1.62796,-144.658,38.481,-81.3549,213.087,207.756,750.466,1243.33,713.203,2822.55,524.56,4475.2,420.971,146.422,-75.3752
899,9.97281,57.0531,108.145,1.39909,-145.296,35.9897,-83.2978,212.335,206.669,750.766,1242.92,713.924,2822.44,525.137,4475.16,421.439,147.796,-74.999
900,5.87765,57.6206,108.065,4.42505,-145.891,33.4878,-85.2337,211.566,205.582,751.064,1242.5,714.644,2822.33,525.715,4475.11,421.906,149.138,-74.6064
901,1.75254,57.8944,107.901,7.44754,-146.444,30.976,-87.1626,210.779,204.494,751.361,1242.09,715.365,2822.22,526.292,4475.07,422.373,150.448,-74.1979
902,-2.38151,57.8732,107.652,10.4642,-146.953,28.455,-89.0841,209.975,203.406,751.656,1241.67,716.085,2822.12,526.87,4475.02,422.841,151.727,-73.7738
903,-6.50342,57.557,107.319,13.4727,-147.418,25.9257,-90.9982,209.153,202.317,751.95,1241.25,716.805,2822.01,527.447,4474.98,423.308,152.974,-73.3345
904,-10.5922,56.9476,106.901,16.4706,-147.84,23.3887,-92.9047,208.313,201.228,752.242,1240.84,717.525,2821.9,528.025,4474.93,423.776,154.191,-72.8803
905,-14.627,56.0479,106.4,19.4556,-148.219,20.8448,-94.8034,207.456,200.138,752.533,1240.42,718.245,2821.79,528.602,4474.89,424.243,155.376,-72.4116
906,-18.5873,54.8627,105.816,22.4254,-148.553,18.2947,-96.6943,206.582,199.048,752.822,1240,718.964,2821.68,529.18,4474.85,424.71,156.531,-71.9286
907,-22.4528,53.398,105.149,25.3777,-148.844,15.7392,-98.577,205.691,197.958,753.109,1239.58,719.683,2821.57,529.757,4474.8,425.178,157.656,-71.4316
908,-26.204,51.6612,104.4,28.3101,-149.091,13.1791,-100.452,204.782,196.867,753.395,1239.16,720.402,2821.47,530.334,4474.76,425.645,158.75,-70.9211
909,-29.8216,49.6612,103.569,31.2203,-149.294,10.6151,-102.318,203.857,195.776,753.679,1238.74,721.121,2821.36,530.912,4474.71,426.112,159.814,-70.3971
910,-33.2874,47.4082,102.657,34.1061,-149.452,8.0479,-104.175,202.914,194.684,753.962,1238.32,721.839,2821.25,531.489,4474.67,426.58,160.849,-69.86
911,-36.5835,44.9137,101.664,36.9652,-149.567,5.47836,-106.024,201.954,193.592,754.243,1237.9,722.557,2821.14,532.066,4474.62,427.047,161.855,-69.3102
912,-39.6933,42.1903,100.592,39.7954,-149.637,2.90721,-107.864,200.978,192.499,754.523,1237.48,723.275,2821.03,532.644,4474.58,427.515,162.83,-68.7477
913,-42.6008,39.252,99.4414,42.5945,-149.663,0.335203,-109.695,199.985,191.407,754.8,1237.06,723.993,2820.92,533.221,4474.53,427.982,163.777,-68.1729
914,-45.2913,36.1137,98.2128,45.3602,-149.645,-2.2369,-111.517,198.975,190.313,755.077,1236.64,724.71,2820.81,533.798,4474.49,428.449,164.695,-67.586
915,-47.751,32.7915,96.9074,48.0904,-149.582,-4.80835,-113.33,197.948,189.22,755.352,1236.22,725.427,2820.7,534.375,4474.44,428.917,165.583,-66.9872
916,-49.9675,29.3022,95.5262,50.783,-149.476,-7.37837,-115.133,196.905,188.126,755.625,1235.8,726.144,2820.59,534.952,4474.4,429.384,166.443,-66.3767
917,-51.9294,25.6635,94.0702,53.4359,-149.325,-9.94621,-116.926,195.846,187.031,755.896,1235.37,726.861,2820.48,535.53,4474.35,429.851,167.274,-65.7549
918,-53.6266,21.8941,92.5407,56.0469,-149.13,-12.5111,-118.71,194.77,185.936,756.166,1234.95,727.577,2820.37,536.107,4474.31,430.319,168.077,-65.1218
919,-55.0506,18.0132,90.9387,58.6142,-148.891,-15.0723,-120.484,193.678,184.841,756.435,1234.53,728.294,2820.26,536.684,4474.26,430.786,168.851,-64.4777
920,-56.1941,14.0404,89.2656,61.1355,-148.608,-17.629,-122.248,192.569,183.745,756.701,1234.1,729.009,2820.15,537.261,4474.22,431.253,169.597,-63.8228
921,-57.0512,9.99612,87.5227,63.6091,-148.281,-20.1806,-124.001,191.445,182.649,756.967,1233.68,729.725,2820.04,537.838,4474.17,431.721,170.315,-63.1572
922,-57.6175,5.90088,85.7113,66.0329,-147.91,-22.7261,-125.744,190.305,181.553,757.23,1233.25,730.441,2819.93,538.415,4474.13,432.188,171.004,-62.4812
923,-57.8901,1.77556,83.8329,68.4051,-147.495,-25.265,-127.477,189.148,180.456,757.492,1232.83,731.156,2819.82,538.992,4474.08,432.655,171.666,-61.795
924,-57.8677,-2.3588,81.889,70.7237,-147.037,-27.7964,-129.199,187.976,179.359,757.753,1232.4,731.871,2819.71,539.569,4474.04,433.122,172.299,-61.0987
925,-57.5503,-6.48115,79.881,72.9871,-146.536,-30.3195,-130.91,186.789,178.262,758.012,1231.98,732.586,2819.6,540.146,4473.99,433.59,172.905,-60.3924
926,-56.9394,-10.5704,77.8105,75.1934,-145.991,-32.8337,-132.611,185.585,177.164,758.269,1231.55,733.3,2819.49,540.723,4473.95,434.057,173.482,-59.6764
927,-56.0383,-14.6058,75.6792,77.3409,-145.402,-35.3382,-134.3,184.367,176.065,758.525,1231.13,734.014,2819.38,541.3,4473.9,434.524,174.032,-58.9509
928,-54.8514,-18.5668,73.4887,79.4279,-144.771,-37.8322,-135.978,183.132,174.967,758.779,1230.7,734.728,2819.27,541.877,4473.86,434.992,174.554,-58.2159
929,-53.3848,-22.433,71.2408,81.4529,-144.097,-40.315,-137.645,181.883,173.868,759.031,1230.27,735.442,2819.15,542.454,4473.81,435.459,175.048,-57.4716
930,-51.6459,-26.1848,68.9371,83.4141,-143.381,-42.786,-139.3,180.618,172.768,759.282,1229.84,736.155,2819.04,543.031,4473.76,435.926,175.515,-56.7183
931,-49.6436,-29.8031,66.5796,85.3102,-142.622,-45.2442,-140.943,179.339,171.669,759.532,1229.41,736.869,2818.93,543.607,4473.72,436.393,175.954,-55.956
932,-47.388,-33.2693,64.17,87.1395,-141.821,-47.6891,-142.575,178.044,170.569,759.779,1228.98,737.582,2818.82,544.184,4473.67,436.861,176.365,-55.1849
933,-44.8907,-36.5658,61.7103,88.9008,-140.978,-50.1199,-144.195,176.734,169.468,760.025,1228.56,738.294,2818.71,544.761,4473.63,437.328,176.748,-54.4051
934,-42.1643,-39.6757,59.2023,90.5925,-140.093,-52.5358,-145.803,175.41,168.367,760.27,1228.13,739.007,2818.6,545.338,4473.58,437.795,177.104,-53.6168
935,-39.2228,-42.5832,56.6481,92.2135,-139.167,-54.9362,-147.399,174.071,167.266,760.513,1227.7,739.719,2818.49,545.914,4473.54,438.262,177.432,-52.8201
936,-36.0811,-45.2733,54.0496,93.7624,-138.199,-57.3204,-148.982,172.718,166.165,760.754,1227.27,740.431,2818.37,546.491,4473.49,438.73,177.732,-52.0152
937,-32.7552,-47.7324,51.4088,95.238,-137.191,-59.6876,-150.553,171.35,165.063,760.994,1226.83,741.143,2818.26,547.068,4473.44,439.197,178.005,-51.2022
938,-29.2622,-49.9478,48.7279,96.6392,-136.142,-62.0371,-152.111,169.967,163.96,761.232,1226.4,741.854,2818.15,547.645,4473.4,439.664,178.25,-50.3811
939,-25.6197,-51.9082,46.0089,97.9648,-135.053,-64.3683,-153.657,168.571,162.858,761.469,1225.97,742.565,2818.04,548.221,4473.35,440.131,178.467,-49.5522
940,-21.8465,-53.6036,43.2539,99.214,-133.924,-66.6804,-155.19,167.161,161.755,761.704,1225.54,743.276,2817.92,548.798,4473.31,440.599,178.656,-48.7156
941,-17.9617,-55.0253,40.4652,100.386,-132.755,-68.9729,-156.71,165.736,160.652,761.937,1225.11,743.987,2817.81,549.374,4473.26,441.066,178.817,-47.8714
942,-13.9852,-56.1661,37.6448,101.479,-131.547,-71.2449,-158.216,164.298,159.548,762.169,1224.67,744.698,2817.7,549.951,4473.21,441.533,178.951,-47.0197
943,-9.9373,-57.02,34.795,102.493,-130.3,-73.4958,-159.71,162.846,158.444,762.399,1224.24,745.408,2817.59,550.528,4473.17,442,179.056,-46.1606
944,-5.83863,-57.5826,31.9181,103.426,-129.015,-75.7249,-161.19,161.38,157.34,762.627,1223.81,746.118,2817.47,551.104,4473.12,442.467,179.133,-45.2944
945,-1.71013,-57.8512,29.0162,104.279,-127.691,-77.9317,-162.657,159.901,156.236,762.854,1223.37,746.828,2817.36,551.681,4473.07,442.935,179.183,-44.4209
946,2.42711,-57.8242,26.0916,105.051,-126.33,-80.1154,-164.11,158.409,155.131,763.08,1222.94,747.537,2817.25,552.257,4473.03,443.402,179.204,-43.5405
947,6.55195,-57.5018,23.1467,105.741,-124.931,-82.2754,-165.55,156.903,154.025,763.304,1222.5,748.246,2817.13,552.834,4472.98,443.869,179.196,-42.6533
948,10.6433,-56.8857,20.1836,106.347,-123.495,-84.411,-166.976,155.385,152.92,763.526,1222.07,748.955,2817.02,553.41,4472.93,444.336,179.161,-41.7592
949,14.6803,-55.9789,17.2048,106.871,-122.023,-86.5217,-168.387,153.853,151.814,763.746,1221.63,749.664,2816.91,553.987,4472.89,444.803,179.096,-40.8585
950,18.6423,-54.7862,14.2126,107.312,-120.514,-88.6067,-169.785,152.309,150.708,763.965,1221.19,750.373,2816.79,554.563,4472.84,445.27,179.004,-39.9513
951,22.509,-53.3135,11.2093,107.668,-118.97,-90.6655,-171.169,150.751,149.601,764.183,1220.76,751.081,2816.68,555.139,4472.8,445.738,178.882,-39.0377
952,26.2607,-51.5683,8.19722,107.941,-117.391,-92.6975,-172.538,149.181,148.495,764.398,1220.32,751.789,2816.56,555.716,4472.75,446.205,178.731,-38.1177
953,29.8782,-49.5597,5.17874,108.129,-115.777,-94.702,-173.893,147.599,147.387,764.612,1219.88,752.496,2816.45,556.292,4472.7,446.672,178.552,-37.1916
954,33.3431,-47.2978,2.15622,108.233,-114.128,-96.6785,-175.233,146.005,146.28,764.825,1219.45,753.204,2816.34,556.868,4472.65,447.139,178.343,-36.2594
955,36.6375,-44.7942,-0.867989,108.252,-112.446,-98.6264,-176.558,144.398,145.172,765.036,1219.01,753.911,2816.22,557.445,4472.61,447.606,178.105,-35.3212
956,39.7448,-42.0617,-3.89152,108.187,-110.731,-100.545,-177.869,142.779,144.064,765.245,1218.57,754.618,2816.11,558.021,4472.56,448.073,177.838,-34.3772
957,42.6489,-39.1143,-6.912,108.037,-108.982,-102.434,-179.165,141.148,142.956,765.453,1218.13,755.325,2815.99,558.597,4472.51,448.541,177.541,-33.4275
958,45.3351,-35.967,-9.92709,107.803,-107.202,-104.292,-180.447,139.506,141.847,765.659,1217.69,756.031,2815.88,559.173,4472.47,449.008,177.214,-32.4721
959,47.7897,-32.6359,-12.9344,107.485,-105.39,-106.12,-181.713,137.852,140.738,765.864,1217.25,756.737,2815.76,559.75,4472.42,449.475,176.857,-31.5112
960,50,-29.138,-15.9317,107.082,-103.546,-107.916,-182.964,136.186,139.629,766.066,1216.81,757.443,2815.65,560.326,4472.37,449.942,176.47,-30.545
961,51.9549,-25.4913,-18.9165,106.597,-101.672,-109.681,-184.199,134.509,138.519,766.268,1216.37,758.149,2815.53,560.902,4472.33,450.409,176.052,-29.5734
962,53.6443,-21.7143,-21.8865,106.028,-99.7678,-111.412,-185.419,132.821,137.41,766.467,1215.93,758.855,2815.42,561.478,4472.28,450.876,175.604,-28.5968
963,55.0596,-17.8263,-24.8394,105.376,-97.834,-113.111,-186.624,131.121,136.3,766.666,1215.49,759.56,2815.3,562.054,4472.23,451.343,175.125,-27.6151
964,56.1937,-13.8473,-27.773,104.642,-95.8712,-114.777,-187.813,129.411,135.189,766.862,1215.04,760.265,2815.19,562.63,4472.18,451.81,174.615,-26.6284
965,57.0406,-9.79755,-30.6849,103.826,-93.88,-116.408,-188.987,127.69,134.078,767.057,1214.6,760.969,2815.07,563.206,4472.14,452.277,174.073,-25.637
966,57.5962,-5.69775,-33.5728,102.929,-91.861,-118.005,-190.144,125.958,132.968,767.25,1214.16,761.674,2814.96,563.782,4472.09,452.745,173.5,-24.641
967,57.8576,-1.56884,-36.4345,101.952,-89.8148,-119.567,-191.286,124.216,131.856,767.442,1213.72,762.378,2814.84,564.358,4472.04,453.212,172.895,-23.6404
968,57.8235,2.56809,-39.2678,100.895,-87.742,-121.093,-192.412,122.463,130.745,767.632,1213.27,763.082,2814.73,564.934,4471.99,453.679,172.257,-22.6353
969,57.4941,6.6919,-42.0704,99.7599,-85.6432,-122.584,-193.522,120.7,129.633,767.82,1212.83,763.785,2814.61,565.51,4471.95,454.146,171.587,-21.626
970,56.8711,10.7815,-44.8401,98.5466,-83.519,-124.038,-194.615,118.927,128.521,768.007,1212.38,764.489,2814.49,566.086,4471.9,454.613,170.884,-20.6126
971,55.9577,14.8161,-47.5749,97.2563,-81.37,-125.455,-195.693,117.144,127.409,768.192,1211.94,765.192,2814.38,566.662,4471.85,455.08,170.148,-19.5952
972,54.7586,18.7751,-50.2725,95.8901,-79.197,-126.836,-196.754,115.352,126.296,768.376,1211.49,765.895,2814.26,567.238,4471.8,455.547,169.378,-18.5738
973,53.2799,22.6382,-52.9309,94.4491,-77.0005,-128.178,-197.798,113.549,125.183,768.558,1211.05,766.597,2814.14,567.814,4471.76,456.014,168.575,-17.5488
974,51.5293,26.3857,-55.548,92.9343,-74.7812,-129.483,-198.826,111.737,124.07,768.738,1210.6,767.3,2814.03,568.39,4471.71,456.481,167.737,-16.5202
975,49.5157,29.9986,-58.1217,91.347,-72.5397,-130.749,-199.838,109.916,122.957,768.917,1210.15,768.002,2813.91,568.965,4471.66,456.948,166.864,-15.4882
976,47.2493,33.4584,-60.6501,89.6885,-70.2767,-131.977,-200.832,108.086,121.843,769.094,1209.71,768.704,2813.79,569.541,4471.61,457.415,165.957,-14.4529
977,44.7419,36.7474,-63.1311,87.9599,-67.9929,-133.166,-201.81,106.247,120.729,769.27,1209.26,769.405,2813.68,570.117,4471.57,457.882,165.013,-13.4145
978,42.0062,39.849,-65.5628,86.1626,-65.6889,-134.315,-202.772,104.398,119.615,769.443,1208.81,770.107,2813.56,570.693,4471.52,458.349,164.034,-12.3732
979,39.0561,42.7472,-67.9434,84.2981,-63.3655,-135.424,-203.716,102.542,118.501,769.616,1208.36,770.808,2813.44,571.268,4471.47,458.816,163.018,-11.3291
980,35.9068,45.4274,-70.2709,82.3678,-61.0233,-136.493,-204.643,100.676,117.386,769.786,1207.92,771.508,2813.33,571.844,4471.42,459.283,161.965,-10.2825
981,32.5744,47.8759,-72.5436,80.3732,-58.663,-137.522,-205.553,98.8022,116.271,769.955,1207.47,772.209,2813.21,572.42,4471.37,459.75,160.875,-9.23347
982,29.0759,50.0802,-74.7596,78.3159,-56.2853,-138.509,-206.446,96.9201,115.156,770.123,1207.02,772.909,2813.09,572.995,4471.33,460.217,159.746,-8.18226
983,25.429,52.0291,-76.9173,76.1975,-53.8909,-139.456,-207.322,95.0298,114.04,770.289,1206.57,773.609,2812.97,573.571,4471.28,460.684,158.579,-7.12907
984,21.6525,53.7128,-79.015,74.0196,-51.4805,-140.362,-208.18,93.1317,112.925,770.453,1206.12,774.309,2812.86,574.147,4471.23,461.151,157.373,-6.0741
985,17.7657,55.1226,-81.051,71.7839,-49.0549,-141.226,-209.021,91.2257,111.809,770.616,1205.67,775.009,2812.74,574.722,4471.18,461.618,156.126,-5.0176
986,13.7882,56.2513,-83.0237,69.4921,-46.6148,-142.048,-209.845,89.3122,110.693,770.777,1205.22,775.708,2812.62,575.298,4471.13,462.085,154.84,-3.95979
987,9.74045,57.0933,-84.9316,67.1462,-44.1608,-142.827,-210.65,87.3912,109.577,770.936,1204.76,776.407,2812.5,575.873,4471.08,462.552,153.511,-2.90093
988,5.64305,57.6444,-86.7732,64.7478,-41.6937,-143.565,-211.439,85.4628,108.46,771.094,1204.31,777.105,2812.38,576.449,4471.04,463.019,152.141,-1.84127
989,1.5169,57.9016,-88.5471,62.2989,-39.2143,-144.26,-212.21,83.5274,107.343,771.25,1203.86,777.804,2812.27,577.024,4470.99,463.486,150.728,-0.781098
990,-2.61699,57.8637,-90.2518,59.8013,-36.7232,-144.912,-212.963,81.585,106.226,771.404,1203.41,778.502,2812.15,577.6,4470.94,463.953,149.271,0.279305
991,-6.73754,57.531,-91.8861,57.2571,-34.2212,-145.521,-213.698,79.6357,105.109,771.557,1202.95,779.2,2812.03,578.175,4470.89,464.42,147.77,1.33962
992,-10.8238,56.9051,-93.4487,54.6682,-31.7091,-146.087,-214.415,77.6798,103.992,771.708,1202.5,779.898,2811.91,578.751,4470.84,464.887,146.224,2.39953
993,-14.8548,55.9893,-94.9383,52.0366,-29.1876,-146.61,-215.115,75.7175,102.874,771.858,1202.05,780.595,2811.79,579.326,4470.79,465.354,144.631,3.45868
994,-18.8102,54.7883,-96.3538,49.3644,-26.6574,-147.089,-215.796,73.7488,101.756,772.006,1201.59,781.292,2811.67,579.901,4470.74,465.821,142.991,4.51669
995,-22.6698,53.3081,-97.6941,46.6536,-24.1194,-147.525,-216.46,71.7739,100.638,772.153,1201.14,781.989,2811.55,580.477,4470.69,466.288,141.302,5.57318
996,-26.4138,51.5563,-98.9581,43.9064,-21.5741,-147.917,-217.105,69.7931,99.5196,772.297,1200.68,782.686,2811.43,581.052,4470.65,466.755,139.564,6.62771
997,-30.0233,49.5419,-100.145,41.125,-19.0225,-148.265,-217.732,67.8064,98.4011,772.44,1200.23,783.382,2811.32,581.627,4470.6,467.222,137.776,7.67984
998,-33.4799,47.2751,-101.253,38.3114,-16.4652,-148.569,-218.341,65.814,97.2824,772.582,1199.77,784.078,2811.2,582.203,4470.55,467.689,135.935,8.72907
999,-36.7659,44.7675,-102.283,35.4679,-13.9031,-148.828,-218.932,63.8162,96.1635,772.722,1199.32,784.774,2811.08,582.778,4470.5,468.156,134.041,9.77487
1000,-39.8646,42.0319,-103.232,32.5967,-11.3368,-149.044,-219.505,61.813,95.0444,772.86,1198.86,785.47,2810.96,583.353,4470.45,468.623,132.092,10.8167
1001,-42.7603,39.0821,-104.101,29.7001,-8.76717,-149.216,-220.059,59.8047,93.925,772.997,1198.4,786.165,2810.84,583.928,4470.4,469.09,130.087,11.8539
1002,-45.4381,35.9332,-104.889,26.7803,-6.19493,-149.343,-220.595,57.7914,92.8055,773.132,1197.94,786.86,2810.72,584.503,4470.35,469.557,128.025,12.8858
1003,-47.8845,32.6014,-105.595,23.8396,-3.62085,-149.426,-221.112,55.7732,91.6858,773.265,1197.49,787.555,2810.6,585.078,4470.3,470.024,125.902,13.9118
1004,-50.0869,29.1034,-106.218,20.8803,-1.04569,-149.465,-221.611,53.7504,90.5659,773.397,1197.03,788.249,2810.48,585.654,4470.25,470.49,123.719,14.9309
1005,-52.0341,25.4571,-106.759,17.9046,1.52978,-149.459,-222.091,51.7231,89.4458,773.527,1196.57,788.943,2810.36,586.229,4470.2,470.957,121.472,15.9424
1006,-53.7163,21.6812,-107.216,14.915,4.10479,-149.409,-222.553,49.6915,88.3255,773.656,1196.11,789.637,2810.24,586.804,4470.16,471.424,119.159,16.9453
1007,-55.1248,17.7948,-107.589,11.9137,6.67858,-149.315,-222.996,47.6557,87.205,773.783,1195.65,790.331,2810.12,587.379,4470.11,471.891,116.779,17.9386
1008,-56.2524,13.8178,-107.878,8.90314,9.2504,-149.176,-223.421,45.616,86.0844,773.908,1195.19,791.025,2810,587.954,4470.06,472.358,114.329,18.9211
1009,-57.0935,9.77033,-108.083,5.88561,11.8195,-148.993,-223.827,43.5724,84.9636,774.032,1194.73,791.718,2809.88,588.529,4470.01,472.825,111.805,19.8915
1010,-57.6435,5.67309,-108.204,2.86349,14.385,-148.766,-224.214,41.5252,83.8425,774.154,1194.27,792.411,2809.75,589.104,4469.96,473.292,109.207,20.8485
1011,-57.8998,1.54693,-108.24,-0.160872,16.9463,-148.495,-224.582,39.4745,82.7214,774.275,1193.81,793.103,2809.63,589.679,4469.91,473.759,106.529,21.7904
1012,-57.8611,-2.5871,-108.191,-3.1851,19.5026,-148.179,-224.932,37.4206,81.6,774.393,1193.35,793.796,2809.51,590.254,4469.86,474.225,103.769,22.7155
