t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
177,57.7159,4.60129,25.5431,-105.117,-148.879,14.451,-11.0176,227.639,753.15,197.479,1426.43,146.864,2869.11,103.953,4494.23,83.0921
178,57.2404,8.70956,28.4737,-104.361,-149.105,11.8874,-13.0994,227.528,752.863,198.57,1426.34,147.691,2869.09,104.54,4494.22,83.5615
179,56.4728,12.7734,31.382,-103.524,-149.287,9.32029,-15.18,227.399,752.575,199.661,1426.25,148.518,2869.07,105.127,4494.21,84.0309
180,55.4171,16.7721,34.2657,-102.606,-149.425,6.7504,-17.2593,227.25,752.285,200.751,1426.17,149.344,2869.05,105.714,4494.2,84.5003
181,54.0786,20.6851,37.1227,-101.607,-149.518,4.17852,-19.3373,227.082,751.993,201.84,1426.08,150.171,2869.03,106.301,4494.19,84.9697
182,52.4642,24.4927,39.9505,-100.529,-149.568,1.6054,-21.4135,226.896,751.7,202.93,1425.99,150.998,2869,106.888,4494.19,85.4391
183,50.5822,28.1753,42.7471,-99.3722,-149.573,-0.968197,-23.488,226.69,751.406,204.018,1425.9,151.824,2868.98,107.475,4494.18,85.9085
184,48.4421,31.7141,45.5103,-98.1376,-149.534,-3.54151,-25.5606,226.466,751.109,205.107,1425.82,152.651,2868.96,108.063,4494.17,86.3779
185,46.0548,35.0912,48.2378,-96.8263,-149.45,-6.11377,-27.631,226.222,750.812,206.195,1425.73,153.477,2868.94,108.65,4494.16,86.8472
186,43.4326,38.2892,50.9276,-95.4392,-149.323,-8.68422,-29.699,225.96,750.512,207.282,1425.64,154.303,2868.92,109.237,4494.15,87.3166
187,40.5888,41.2919,53.5776,-93.9775,-149.151,-11.2521,-31.7646,225.678,750.211,208.369,1425.55,155.13,2868.89,109.824,4494.14,87.786
188,37.5379,44.0839,56.1856,-92.4421,-148.935,-13.8166,-33.8275,225.378,749.909,209.456,1425.46,155.956,2868.87,110.411,4494.13,88.2554
189,34.2956,46.651,58.7496,-90.8345,-148.674,-16.3771,-35.8876,225.059,749.605,210.542,1425.37,156.782,2868.85,110.998,4494.12,88.7248
190,30.8782,48.9801,61.2677,-89.1557,-148.37,-18.9327,-37.9447,224.721,749.299,211.628,1425.27,157.609,2868.82,111.585,4494.11,89.1942
191,27.3034,51.0593,63.7379,-87.4072,-148.022,-21.4827,-39.9986,224.364,748.992,212.713,1425.18,158.435,2868.8,112.172,4494.1,89.6636
192,23.5892,52.8781,66.1581,-85.5903,-147.63,-24.0263,-42.0492,223.989,748.683,213.798,1425.09,159.261,2868.78,112.759,4494.09,90.1329
193,19.7547,54.4271,68.5266,-83.7064,-147.195,-26.5629,-44.0962,223.594,748.372,214.883,1425,160.087,2868.76,113.346,4494.08,90.6023
194,15.8194,55.6984,70.8415,-81.757,-146.715,-29.0915,-46.1396,223.181,748.06,215.967,1424.9,160.913,2868.73,113.932,4494.08,91.0717
195,11.8035,56.6856,73.1009,-79.7436,-146.193,-31.6116,-48.1791,222.75,747.747,217.05,1424.81,161.739,2868.71,114.519,4494.07,91.5411
196,7.72728,57.3835,75.3031,-77.6679,-145.627,-34.1223,-50.2145,222.299,747.432,218.133,1424.71,162.565,2868.69,115.106,4494.06,92.0104
197,3.61167,57.7888,77.4465,-75.5313,-145.018,-36.6229,-52.2458,221.83,747.115,219.216,1424.62,163.39,2868.66,115.693,4494.05,92.4798
198,-0.522363,57.8992,79.5292,-73.3357,-144.366,-39.1126,-54.2726,221.343,746.797,220.298,1424.52,164.216,2868.64,116.28,4494.04,92.9492
199,-4.65373,57.7143,81.5497,-71.0826,-143.671,-41.5908,-56.295,220.837,746.477,221.38,1424.43,165.042,2868.61,116.867,4494.03,93.4186
200,-8.76135,57.2349,83.5063,-68.774,-142.934,-44.0566,-58.3126,220.312,746.156,222.461,1424.33,165.868,2868.59,117.454,4494.02,93.8879
201,-12.8243,56.4636,85.3977,-66.4115,-142.154,-46.5094,-60.3253,219.769,745.833,223.542,1424.24,166.693,2868.57,118.041,4494.01,94.3573
202,-16.8218,55.4042,87.2222,-63.997,-141.332,-48.9485,-62.333,219.208,745.508,224.622,1424.14,167.519,2868.54,118.628,4494,94.8267
203,-20.7335,54.0622,88.9784,-61.5325,-140.469,-51.373,-64.3354,218.628,745.182,225.702,1424.04,168.344,2868.52,119.215,4493.99,95.296
204,-24.5394,52.4443,90.6651,-59.0199,-139.564,-53.7823,-66.3325,218.03,744.854,226.781,1423.94,169.17,2868.49,119.802,4493.98,95.7654
205,-28.2201,50.559,92.2808,-56.461,-138.617,-56.1757,-68.324,217.414,744.525,227.86,1423.84,169.995,2868.47,120.389,4493.97,96.2348
206,-31.7569,48.4157,93.8243,-53.858,-137.63,-58.5525,-70.3098,216.78,744.194,228.939,1423.74,170.82,2868.44,120.976,4493.96,96.7041
207,-35.1316,46.0254,95.2944,-51.2128,-136.601,-60.9119,-72.2898,216.127,743.862,230.016,1423.64,171.646,2868.42,121.563,4493.95,97.1735
208,-38.3271,43.4003,96.69,-48.5276,-135.533,-63.2533,-74.2636,215.456,743.528,231.094,1423.54,172.471,2868.39,122.15,4493.94,97.6429
209,-41.3271,40.5538,98.0099,-45.8044,-134.424,-65.576,-76.2313,214.768,743.193,232.171,1423.44,173.296,2868.37,122.737,4493.93,98.1122
210,-44.1163,37.5004,99.2531,-43.0454,-133.275,-67.8792,-78.1925,214.061,742.856,233.247,1423.34,174.121,2868.34,123.323,4493.92,98.5816
211,-46.6803,34.2557,100.419,-40.2527,-132.087,-70.1624,-80.1472,213.336,742.517,234.323,1423.24,174.946,2868.32,123.91,4493.91,99.051
212,-49.0063,30.8362,101.506,-37.4285,-130.86,-72.4248,-82.0952,212.594,742.177,235.399,1423.14,175.771,2868.29,124.497,4493.9,99.5203
213,-51.0822,27.2594,102.513,-34.575,-129.594,-74.6657,-84.0364,211.833,741.835,236.474,1423.04,176.596,2868.27,125.084,4493.89,99.9897
214,-52.8975,23.5436,103.441,-31.6944,-128.29,-76.8845,-85.9705,211.055,741.492,237.548,1422.93,177.421,2868.24,125.671,4493.87,100.459
215,-54.4429,19.7076,104.287,-28.7891,-126.947,-79.0806,-87.8974,210.26,741.147,238.622,1422.83,178.246,2868.21,126.258,4493.86,100.928
216,-55.7106,15.7711,105.052,-25.8612,-125.567,-81.2532,-89.8169,209.447,740.801,239.696,1422.73,179.07,2868.19,126.845,4493.85,101.398
217,-56.6941,11.7541,105.735,-22.9131,-124.15,-83.4018,-91.7289,208.616,740.453,240.769,1422.62,179.895,2868.16,127.432,4493.84,101.867
218,-57.3882,7.67717,106.335,-19.9471,-122.696,-85.5256,-93.6333,207.767,740.104,241.841,1422.52,180.72,2868.14,128.018,4493.83,102.336
219,-57.7896,3.56105,106.851,-16.9655,-121.206,-87.6242,-95.5298,206.902,739.753,242.913,1422.41,181.544,2868.11,128.605,4493.82,102.806
220,-57.8962,-0.573234,107.285,-13.9706,-119.68,-89.6968,-97.4183,206.019,739.4,243.985,1422.3,182.369,2868.08,129.192,4493.81,103.275
221,-57.7073,-4.70459,107.634,-10.9647,-118.119,-91.7428,-99.2986,205.119,739.046,245.056,1422.2,183.193,2868.06,129.779,4493.8,103.745
222,-57.224,-8.81195,107.899,-7.95034,-116.522,-93.7617,-101.171,204.201,738.69,246.126,1422.09,184.018,2868.03,130.366,4493.79,104.214
223,-56.4487,-12.8743,108.08,-4.92971,-114.891,-95.7528,-103.034,203.267,738.333,247.196,1421.98,184.842,2868,130.953,4493.78,104.683
224,-55.3854,-16.871,108.176,-1.90523,-113.226,-97.7155,-104.889,202.315,737.974,248.265,1421.88,185.666,2867.98,131.539,4493.77,105.153
225,-54.0395,-20.7817,108.187,1.12075,-111.527,-99.6493,-106.735,201.347,737.614,249.334,1421.77,186.49,2867.95,132.126,4493.76,105.622
226,-52.4179,-24.5862,108.114,4.14584,-109.796,-101.554,-108.573,200.362,737.252,250.403,1421.66,187.314,2867.92,132.713,4493.74,106.091
227,-50.5288,-28.2654,107.957,7.1677,-108.032,-103.428,-110.401,199.36,736.889,251.47,1421.55,188.139,2867.9,133.3,4493.73,106.561
228,-48.3819,-31.8003,107.715,10.184,-106.235,-105.271,-112.22,198.341,736.524,252.538,1421.44,188.963,2867.87,133.887,4493.72,107.03
229,-45.988,-35.1729,107.388,13.1922,-104.408,-107.084,-114.029,197.305,736.157,253.604,1421.33,189.786,2867.84,134.473,4493.71,107.499
230,-43.3596,-38.3661,106.978,16.1902,-102.549,-108.865,-115.829,196.254,735.789,254.671,1421.22,190.61,2867.81,135.06,4493.7,107.969
231,-40.5098,-41.3634,106.484,19.1755,-100.66,-110.613,-117.619,195.185,735.42,255.736,1421.11,191.434,2867.78,135.647,4493.69,108.438
232,-37.4534,-44.1498,105.907,22.1458,-98.7417,-112.329,-119.4,194.101,735.048,256.802,1421,192.258,2867.76,136.234,4493.68,108.907
233,-34.2058,-46.7108,105.247,25.0988,-96.7938,-114.011,-121.17,193,734.676,257.866,1420.88,193.082,2867.73,136.821,4493.67,109.377
234,-30.7837,-49.0334,104.504,28.0322,-94.8172,-115.66,-122.93,191.883,734.302,258.93,1420.77,193.905,2867.7,137.407,4493.65,109.846
235,-27.2044,-51.1058,103.68,30.9436,-92.8125,-117.274,-124.68,190.75,733.926,259.994,1420.66,194.729,2867.67,137.994,4493.64,110.315
236,-23.4864,-52.9175,102.775,33.8308,-90.7804,-118.854,-126.42,189.6,733.549,261.057,1420.54,195.552,2867.64,138.581,4493.63,110.785
237,-19.6485,-54.4591,101.789,36.6916,-88.7213,-120.398,-128.149,188.436,733.17,262.119,1420.43,196.376,2867.62,139.168,4493.62,111.254
238,-15.7103,-55.7227,100.724,39.5237,-86.636,-121.907,-129.867,187.255,732.789,263.181,1420.32,197.199,2867.59,139.754,4493.61,111.723
239,-11.692,-56.702,99.5799,42.3249,-84.525,-123.38,-131.574,186.058,732.407,264.242,1420.2,198.022,2867.56,140.341,4493.6,112.193
240,-7.61394,-57.392,98.3581,45.093,-82.3889,-124.816,-133.27,184.846,732.024,265.303,1420.09,198.845,2867.53,140.928,4493.58,112.662
241,-3.49706,-57.789,97.0593,47.8258,-80.2285,-126.215,-134.956,183.619,731.639,266.364,1419.97,199.669,2867.5,141.515,4493.57,113.131
242,0.63766,-57.8912,95.6846,50.5212,-78.0443,-127.577,-136.63,182.376,731.253,267.423,1419.85,200.492,2867.47,142.101,4493.56,113.601
243,4.76913,-57.6979,94.2351,53.1771,-75.837,-128.901,-138.292,181.118,730.864,268.482,1419.74,201.315,2867.44,142.688,4493.55,114.07
244,8.87627,-57.2101,92.7119,55.7914,-73.6072,-130.187,-139.943,179.845,730.475,269.541,1419.62,202.138,2867.41,143.275,4493.54,114.539
245,12.9381,-56.4304,91.1162,58.3621,-71.3557,-131.435,-141.582,178.556,730.084,270.599,1419.5,202.961,2867.38,143.861,4493.52,115.009
246,16.9339,-55.3627,89.4493,60.8872,-69.083,-132.643,-143.209,177.253,729.691,271.656,1419.38,203.783,2867.35,144.448,4493.51,115.478
247,20.8433,-54.0125,87.7125,63.3646,-66.7898,-133.812,-144.824,175.935,729.297,272.713,1419.26,204.606,2867.32,145.035,4493.5,115.947
248,24.6463,-52.3866,85.907,65.7925,-64.4768,-134.942,-146.428,174.602,728.901,273.769,1419.14,205.429,2867.29,145.621,4493.49,116.417
249,28.3236,-50.4934,84.0344,68.169,-62.1448,-136.031,-148.018,173.255,728.504,274.825,1419.02,206.251,2867.26,146.208,4493.48,116.886
250,31.8563,-48.3425,82.096,70.4922,-59.7943,-137.08,-149.597,171.893,728.105,275.88,1418.9,207.074,2867.23,146.795,4493.46,117.355
251,35.2264,-45.9449,80.0935,72.7602,-57.4262,-138.089,-151.163,170.517,727.705,276.935,1418.78,207.896,2867.2,147.381,4493.45,117.824
252,38.4168,-43.3128,78.0284,74.9714,-55.041,-139.057,-152.716,169.126,727.303,277.989,1418.66,208.719,2867.17,147.968,4493.44,118.294
253,41.4111,-40.4597,75.9022,77.1239,-52.6395,-139.983,-154.257,167.721,726.9,279.042,1418.54,209.541,2867.14,148.555,4493.43,118.763
254,44.1941,-37.4001,73.7168,79.2161,-50.2225,-140.868,-155.784,166.302,726.495,280.095,1418.42,210.363,2867.11,149.141,4493.41,119.232
255,46.7516,-34.1497,71.4736,81.2465,-47.7905,-141.712,-157.299,164.87,726.089,281.147,1418.29,211.186,2867.08,149.728,4493.4,119.702
256,49.0705,-30.725,69.1746,83.2132,-45.3444,-142.513,-158.8,163.423,725.681,282.199,1418.17,212.008,2867.05,150.315,4493.39,120.171
257,51.139,-27.1435,66.8215,85.115,-42.8849,-143.272,-160.288,161.963,725.271,283.25,1418.05,212.83,2867.02,150.901,4493.38,120.64
258,52.9466,-23.4235,64.4162,86.9501,-40.4127,-143.989,-161.763,160.489,724.86,284.3,1417.92,213.652,2866.99,151.488,4493.36,121.11
259,54.4839,-19.584,61.9605,88.7173,-37.9285,-144.663,-163.224,159.002,724.448,285.35,1417.8,214.474,2866.96,152.075,4493.35,121.579
260,55.7433,-15.6445,59.4564,90.4152,-35.433,-145.294,-164.672,157.501,724.034,286.399,1417.67,215.296,2866.93,152.661,4493.34,122.048
261,56.7182,-11.6252,56.9058,92.0423,-32.9271,-145.882,-166.105,155.987,723.618,287.448,1417.55,216.117,2866.9,153.248,4493.33,122.518
262,57.4037,-7.54661,54.3107,93.5975,-30.4114,-146.427,-167.525,154.461,723.201,288.496,1417.42,216.939,2866.86,153.834,4493.31,122.987
263,57.7963,-3.42949,51.6732,95.0796,-27.8867,-146.929,-168.931,152.921,722.783,289.543,1417.3,217.761,2866.83,154.421,4493.3,123.456
264,57.894,0.705131,48.9953,96.4873,-25.3537,-147.387,-170.322,151.368,722.363,290.59,1417.17,218.582,2866.8,155.008,4493.29,123.925
265,57.6963,4.83615,46.279,97.8195,-22.8133,-147.802,-171.7,149.803,721.941,291.636,1417.04,219.404,2866.77,155.594,4493.27,124.395
266,57.2042,8.9425,43.5266,99.0754,-20.266,-148.172,-173.062,148.225,721.518,292.682,1416.91,220.225,2866.74,156.181,4493.26,124.864
267,56.4203,13.0032,40.7402,100.254,-17.7128,-148.499,-174.411,146.635,721.093,293.727,1416.78,221.046,2866.7,156.767,4493.25,125.333
268,55.3485,16.9976,37.9219,101.354,-15.1543,-148.782,-175.745,145.033,720.667,294.771,1416.66,221.868,2866.67,157.354,4493.24,125.803
269,53.9943,20.9053,35.074,102.374,-12.5913,-149.021,-177.064,143.418,720.239,295.815,1416.53,222.689,2866.64,157.94,4493.22,126.272
270,52.3647,24.7063,32.1986,103.315,-10.0247,-149.215,-178.368,141.791,719.81,296.858,1416.4,223.51,2866.61,158.527,4493.21,126.741
271,50.4679,28.3812,29.2981,104.175,-7.45498,-149.366,-179.657,140.153,719.38,297.901,1416.27,224.331,2866.58,159.113,4493.2,127.21
272,48.3136,31.9114,26.3747,104.954,-4.8831,-149.472,-180.932,138.503,718.947,298.942,1416.14,225.152,2866.54,159.7,4493.18,127.68
273,45.9128,35.2788,23.4307,105.65,-2.30977,-149.534,-182.191,136.841,718.514,299.984,1416,225.973,2866.51,160.287,4493.17,128.149
274,43.2779,38.4662,20.4683,106.264,0.26424,-149.551,-183.435,135.168,718.079,301.024,1415.87,226.794,2866.48,160.873,4493.16,128.618
275,40.4221,41.4573,17.49,106.795,2.83818,-149.525,-184.663,133.483,717.642,302.064,1415.74,227.614,2866.44,161.46,4493.14,129.088
276,37.3602,44.237,14.498,107.242,5.41127,-149.454,-185.876,131.787,717.204,303.104,1415.61,228.435,2866.41,162.046,4493.13,129.557
277,34.1076,46.791,11.4946,107.606,7.98277,-149.338,-187.074,130.08,716.764,304.142,1415.47,229.255,2866.38,162.633,4493.11,130.026
278,30.6811,49.1064,8.48232,107.885,10.5519,-149.179,-188.256,128.363,716.323,305.18,1415.34,230.076,2866.34,163.219,4493.1,130.495
279,27.0981,51.1712,5.46337,108.08,13.1179,-148.975,-189.422,126.634,715.88,306.218,1415.21,230.896,2866.31,163.806,4493.09,130.965
280,23.3768,52.975,2.44015,108.191,15.68,-148.727,-190.572,124.895,715.436,307.255,1415.07,231.717,2866.28,164.392,4493.07,131.434
281,19.5363,54.5086,-0.584973,108.217,18.2375,-148.435,-191.706,123.146,714.99,308.291,1414.94,232.537,2866.24,164.978,4493.06,131.903
282,15.5962,55.7642,-3.60964,108.158,20.7896,-148.1,-192.824,121.386,714.543,309.326,1414.8,233.357,2866.21,165.565,4493.05,132.373
283,11.5765,56.7353,-6.63148,108.015,23.3355,-147.72,-193.926,119.616,714.094,310.361,1414.66,234.177,2866.17,166.151,4493.03,132.842
284,7.49776,57.417,-9.64814,107.788,25.8745,-147.297,-195.012,117.836,713.644,311.395,1414.53,234.997,2866.14,166.738,4493.02,133.311
285,3.38077,57.8058,-12.6573,107.476,28.4059,-146.829,-196.081,116.046,713.192,312.429,1414.39,235.817,2866.11,167.324,4493,133.78
286,-0.753463,57.8998,-15.6565,107.08,30.9288,-146.319,-197.134,114.246,712.739,313.462,1414.25,236.637,2866.07,167.911,4492.99,134.25
287,-4.88385,57.6985,-18.6434,106.601,33.4426,-145.765,-198.171,112.437,712.284,314.494,1414.12,237.457,2866.04,168.497,4492.98,134.719
288,-8.98932,57.2029,-21.6159,106.038,35.9465,-145.168,-199.191,110.618,711.828,315.526,1413.98,238.277,2866,169.084,4492.96,135.188
289,-13.0489,56.4155,-24.5714,105.392,38.4397,-144.528,-200.194,108.791,711.37,316.557,1413.84,239.096,2865.97,169.67,4492.95,135.657
290,-17.042,55.3404,-27.5077,104.664,40.9215,-143.845,-201.181,106.954,710.911,317.587,1413.7,239.916,2865.93,170.256,4492.93,136.127
291,-20.9481,53.9829,-30.4224,103.854,43.3913,-143.119,-202.15,105.108,710.451,318.616,1413.56,240.735,2865.9,170.843,4492.92,136.596
292,-24.7474,52.3502,-33.3135,102.963,45.8481,-142.352,-203.103,103.253,709.988,319.645,1413.42,241.555,2865.86,171.429,4492.9,137.065
293,-28.4205,50.4504,-36.1784,101.992,48.2914,-141.542,-204.038,101.39,709.525,320.674,1413.28,242.374,2865.83,172.016,4492.89,137.534
294,-31.9486,48.2933,-39.0151,100.94,50.7204,-140.69,-204.957,99.5177,709.06,321.701,1413.14,243.193,2865.79,172.602,4492.88,138.004
295,-35.3137,45.8899,-41.8213,99.8101,53.1344,-139.796,-205.858,97.6375,708.593,322.728,1412.99,244.012,2865.76,173.188,4492.86,138.473
296,-38.4987,43.2524,-44.5948,98.6019,55.5327,-138.861,-206.743,95.7491,708.125,323.754,1412.85,244.831,2865.72,173.775,4492.85,138.942
297,-41.4874,40.3943,-47.3334,97.3166,57.9145,-137.885,-207.609,93.8527,707.655,324.78,1412.71,245.65,2865.69,174.361,4492.83,139.411
298,-44.2644,37.3302,-50.0351,95.9553,60.2791,-136.868,-208.459,91.9484,707.184,325.805,1412.57,246.469,2865.65,174.947,4492.82,139.881
299,-46.8156,34.0756,-52.6976,94.5189,62.6259,-135.81,-209.291,90.0364,706.712,326.829,1412.42,247.288,2865.61,175.534,4492.8,140.35
300,-49.1281,30.6472,-55.3189,93.0087,64.9541,-134.712,-210.105,88.1169,706.238,327.852,1412.28,248.107,2865.58,176.12,4492.79,140.819
301,-51.1899,27.0625,-57.897,91.4258,67.2631,-133.575,-210.902,86.19,705.762,328.875,1412.13,248.926,2865.54,176.706,4492.77,141.288
302,-52.9906,23.3398,-60.4298,89.7713,69.5522,-132.398,-211.681,84.2559,705.285,329.897,1411.99,249.744,2865.51,177.293,4492.76,141.758
303,-54.521,19.498,-62.9154,88.0468,71.8207,-131.181,-212.443,82.3147,704.807,330.919,1411.84,250.563,2865.47,177.879,4492.74,142.227
304,-55.7732,15.5567,-65.3518,86.2533,74.0679,-129.926,-213.186,80.3666,704.327,331.939,1411.7,251.381,2865.43,178.465,4492.73,142.696
305,-56.741,11.5361,-67.7371,84.3925,76.2932,-128.632,-213.912,78.4118,703.845,332.959,1411.55,252.199,2865.4,179.052,4492.71,143.165
306,-57.4193,7.4566,-70.0695,82.4657,78.4959,-127.3,-214.62,76.4505,703.362,333.979,1411.4,253.018,2865.36,179.638,4492.7,143.635
307,-57.8046,3.33908,-72.347,80.4744,80.6753,-125.931,-215.31,74.4827,702.878,334.997,1411.26,253.836,2865.32,180.224,4492.68,144.104
308,-57.8951,-0.79547,-74.5681,78.4202,82.8309,-124.524,-215.981,72.5087,702.392,336.015,1411.11,254.654,2865.29,180.81,4492.67,144.573
309,-57.6902,-4.92596,-76.7308,76.3047,84.9619,-123.08,-216.635,70.5286,701.905,337.032,1410.96,255.472,2865.25,181.397,4492.65,145.042
310,-57.191,-9.03132,-78.8335,74.1296,87.0678,-121.6,-217.271,68.5426,701.416,338.049,1410.81,256.29,2865.21,181.983,4492.64,145.512
311,-56.3999,-13.0906,-80.8746,71.8964,89.1479,-120.084,-217.888,66.5508,700.925,339.065,1410.66,257.107,2865.17,182.569,4492.62,145.981
312,-55.3212,-17.0831,-82.8525,69.6071,91.2015,-118.532,-218.487,64.5535,700.434,340.08,1410.51,257.925,2865.14,183.156,4492.61,146.45
313,-53.9601,-20.9884,-84.7655,67.2634,93.2282,-116.945,-219.068,62.5508,699.94,341.094,1410.36,258.743,2865.1,183.742,4492.59,146.919
314,-52.3237,-24.7867,-86.6124,64.8671,95.2273,-115.323,-219.631,60.5428,699.446,342.108,1410.21,259.56,2865.06,184.328,4492.58,147.388
315,-50.4204,-28.4584,-88.3915,62.42,97.1981,-113.668,-220.175,58.5298,698.95,343.121,1410.06,260.378,2865.02,184.914,4492.56,147.858
316,-48.2597,-31.985,-90.1014,59.9242,99.1402,-111.978,-220.7,56.5118,698.452,344.133,1409.91,261.195,2864.98,185.5,4492.55,148.327
317,-45.8528,-35.3483,-91.741,57.3815,101.053,-110.256,-221.207,54.4892,697.953,345.144,1409.75,262.012,2864.95,186.087,4492.53,148.796
318,-43.212,-38.5313,-93.3088,54.7939,102.936,-108.501,-221.696,52.4619,697.452,346.155,1409.6,262.83,2864.91,186.673,4492.52,149.265
319,-40.3506,-41.5176,-94.8036,52.1635,104.788,-106.714,-222.166,50.4303,696.95,347.165,1409.45,263.647,2864.87,187.259,4492.5,149.734
320,-37.2833,-44.2921,-96.2243,49.4923,106.609,-104.895,-222.617,48.3944,696.447,348.175,1409.29,264.464,2864.83,187.845,4492.48,150.204
321,-34.0257,-46.8405,-97.5698,46.7824,108.399,-103.045,-223.05,46.3545,695.942,349.183,1409.14,265.281,2864.79,188.431,4492.47,150.673
322,-30.5945,-49.1499,-98.839,44.036,110.157,-101.164,-223.464,44.3107,695.435,350.191,1408.99,266.098,2864.75,189.018,4492.45,151.142
323,-27.0072,-51.2084,-100.031,41.2551,111.882,-99.2538,-223.859,42.2632,694.928,351.198,1408.83,266.914,2864.72,189.604,4492.44,151.611
324,-23.282,-53.0056,-101.145,38.4419,113.574,-97.314,-224.236,40.2121,694.418,352.204,1408.67,267.731,2864.68,190.19,4492.42,152.081
325,-19.438,-54.5323,-102.179,35.5987,115.232,-95.3454,-224.594,38.1577,693.907,353.21,1408.52,268.548,2864.64,190.776,4492.4,152.55
326,-15.4948,-55.7807,-103.134,32.7276,116.856,-93.3485,-224.933,36.1001,693.395,354.215,1408.36,269.364,2864.6,191.362,4492.39,153.019
327,-11.4725,-56.7444,-104.008,29.831,118.445,-91.324,-225.253,34.0394,692.881,355.219,1408.21,270.18,2864.56,191.948,4492.37,153.488
328,-7.3916,-57.4184,-104.8,26.911,120,-89.2724,-225.554,31.9759,692.366,356.223,1408.05,270.997,2864.52,192.534,4492.36,153.957
329,-3.27302,-57.7994,-105.511,23.97,121.519,-87.1944,-225.836,29.9098,691.85,357.225,1407.89,271.813,2864.48,193.12,4492.34,154.427
330,0.862268,-57.8854,-106.139,21.0102,123.002,-85.0906,-226.1,27.8411,691.332,358.227,1407.73,272.629,2864.44,193.707,4492.32,154.896
331,4.99316,-57.6759,-106.685,18.034,124.448,-82.9616,-226.344,25.7701,690.812,359.228,1407.57,273.445,2864.4,194.293,4492.31,155.365
332,9.09856,-57.1721,-107.146,15.0437,125.858,-80.808,-226.57,23.6969,690.291,360.229,1407.41,274.261,2864.36,194.879,4492.29,155.834
333,13.1575,-56.3764,-107.524,12.0416,127.23,-78.6305,-226.776,21.6217,689.769,361.228,1407.25,275.077,2864.32,195.465,4492.28,156.303
334,17.1493,-55.293,-107.818,9.0301,128.565,-76.4297,-226.963,19.5448,689.245,362.227,1407.09,275.893,2864.28,196.051,4492.26,156.773
335,21.0536,-53.9273,-108.028,6.01154,129.862,-74.2063,-227.132,17.4661,688.72,363.225,1406.93,276.708,2864.24,196.637,4492.24,157.242
336,24.8504,-52.2864,-108.153,2.98828,131.12,-71.9609,-227.281,15.3861,688.193,364.223,1406.77,277.524,2864.2,197.223,4492.23,157.711
337,28.5204,-50.3786,-108.193,-0.0373106,132.339,-69.6942,-227.412,13.3047,687.665,365.219,1406.61,278.339,2864.16,197.809,4492.21,158.18
338,32.0448,-48.2137,-108.149,-3.06288,133.519,-67.4069,-227.523,11.2222,687.135,366.215,1406.45,279.155,2864.12,198.395,4492.19,158.649
